Code Cegid;Historique
IDLP;"<strong>06/11/2017 JACQUES G</strong>&nbsp;:&nbsp;vu M. Denormandie pour point de réactivation : voir CRV<br />
<strong>09/10/2017 JACQUES G</strong>&nbsp;:&nbsp;tél à M. Denormandie : OK pour visite le 06/11 à 11h00 : confirmé par mail<br />
<strong>09/06/2016&nbsp;CECILE G&nbsp;:</strong>&nbsp;<u>Ne pas dire à BOSCH que IDLP commande chez nous (JGL)</u><br />
<strong>02/06/2016&nbsp;JACQUES G&nbsp;:</strong>&nbsp;vu M. Denormandie pour point - m'a fait part de nouveaux besoins - prévoir de nous revoir pour présentation Acobal - voir CRV<br />
<strong>20/05/2016&nbsp;JACQUES G&nbsp;:</strong>&nbsp;tél M. Denormandie : OK / point le 02/06 à 10h00<br />
<strong>14/04/2016&nbsp;JACQUES G&nbsp;:</strong>&nbsp;M. Menage m'informe qu'il quitte IDLP le 22/04 : remplacé par M. Denormandie : à recontacter mi-mai&nbsp;<br />
<strong>12/04/2016&nbsp;JACQUES G&nbsp;:</strong>&nbsp;proposé par mail à M. Menage visite le 22/04 ou 29/04<br />
<strong>07/04/2016&nbsp;GERALDINE D&nbsp;:</strong>&nbsp;Réception d'un courrier (voir copie dans clients JM) qui précise que les sociétés du groupe IDLP on démissionné du groupe PRECISIUM et sont devenues adhérentes d'un nouveau GROUPEMENT ALTERNATIVE AUTOPARTS.<br />
<strong>03/12/2015&nbsp;JACQUES G&nbsp;:</strong>&nbsp;Reconditionneur -&nbsp;distributeur d'injecteurs Bosch : tarif Bosch<br />
CA 2011 : 0 €&nbsp;&nbsp;&nbsp; 2012 : 3 800 €&nbsp;&nbsp;&nbsp; 2013 : 2 426 €&nbsp;&nbsp;&nbsp; 2014 : 2 400 €&nbsp;&nbsp;&nbsp; 2015 : 0 €&nbsp;&nbsp;&nbsp; 2016 : 2 528 €"
MPS;14/11/2011 : M. Golay appelle JGL / prix sacs zip 100x100mm recommandé par son client CARMAT pour pièces coeur artificiel
TCEM;"<strong>15/09/2017 JACQUES G</strong>&nbsp;:&nbsp;cde gaine : aller voir<br />
<br />
&nbsp;"
MARIA;"<strong>15/09/2017 JACQUES G</strong>&nbsp;:&nbsp;tél à M. Mariage<br />
<strong>13/09/2017 JACQUES G</strong>&nbsp;:&nbsp;appel de M. Mariage à Cécile, car&nbsp;souhaite commander le papier par 2 rouleaux : tél M. Mariage : pas dispo<br />
<strong>01/02/2016 JACQUES G</strong> :&nbsp;Cécile envoie une offre CG 16-095 pour des rouleaux de papier VCI 1000 mm 40 g/m2&nbsp; pdt sur mesures : mini livraison 4 Rlx<br />
&nbsp;"
GRESS;
CNPEBE;"<strong>26/10/2016 GERALDINE D</strong>&nbsp;:&nbsp;<br />
&nbsp;<br />
Contact&nbsp;:&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; <strong>Mme Tiphany CARRIER</strong><br />
<strong>Tel direct &nbsp;02 48 78 91 26 </strong><br />
&nbsp;<br />
CA 2012&nbsp;: 1563 €<br />
CA 2013&nbsp;: 0<br />
CA 2014&nbsp;: 2550 €<br />
CA 2015&nbsp;: 0<br />
CA 2016&nbsp;: 0<br />
&nbsp;<br />
Voici le detail :<br />
&nbsp;
<table border=""0"" cellpadding=""0"" cellspacing=""0"" style=""width: 1161px;"" width=""1161"">
	<tbody>
		<tr>
			<td nowrap=""nowrap"" style=""width: 125px; height: 20px;""><strong>Cpt Client</strong></td>
			<td nowrap=""nowrap"" style=""width: 177px; height: 20px;""><strong>Nom Client</strong></td>
			<td nowrap=""nowrap"" style=""width: 115px; height: 20px;""><strong>Code Art</strong></td>
			<td nowrap=""nowrap"" style=""width: 187px; height: 20px;""><strong>Libelle</strong></td>
			<td nowrap=""nowrap"" style=""width: 55px; height: 20px;""><strong>Qté</strong></td>
			<td nowrap=""nowrap"" style=""width: 41px; height: 20px;""><strong>U</strong></td>
			<td nowrap=""nowrap"" style=""width: 67px; height: 20px;""><strong>Mtt CA</strong></td>
			<td nowrap=""nowrap"" style=""width: 72px; height: 20px;""><strong>Marque</strong></td>
			<td nowrap=""nowrap"" style=""width: 60px; height: 20px;""><strong>No Fact.</strong></td>
			<td nowrap=""nowrap"" style=""width: 67px; height: 20px;""><strong>Date Fact.</strong></td>
			<td nowrap=""nowrap"" style=""width: 69px; height: 20px;""><strong>ANNEE</strong></td>
			<td nowrap=""nowrap"" style=""width: 127px; height: 20px;""><strong>Condi.</strong></td>
		</tr>
		<tr>
			<td nowrap=""nowrap"" style=""width: 125px; height: 18px;"">CNPEBE</td>
			<td nowrap=""nowrap"" style=""width: 177px; height: 18px;"">CNPE BELLEVILLE SUR LOIRE SLI</td>
			<td nowrap=""nowrap"" style=""width: 115px; height: 18px;"">ETFE560259</td>
			<td nowrap=""nowrap"" style=""width: 187px; height: 18px;"">FZF ETIRABLE 500 mm 30µ Manuel</td>
			<td nowrap=""nowrap"" style=""width: 55px; height: 18px;"">1320</td>
			<td nowrap=""nowrap"" style=""width: 41px; height: 18px;"">ML</td>
			<td nowrap=""nowrap"" style=""width: 67px; height: 18px;"">207,24</td>
			<td nowrap=""nowrap"" style=""width: 72px; height: 18px;"">Zerust</td>
			<td nowrap=""nowrap"" style=""width: 60px; height: 18px;"">024536</td>
			<td nowrap=""nowrap"" style=""width: 67px; height: 18px;"">30/04/2012</td>
			<td nowrap=""nowrap"" style=""width: 69px; height: 18px;"">2012</td>
			<td nowrap=""nowrap"" style=""width: 127px; height: 18px;"">Rlx 220 ml - CA 6 rlx</td>
		</tr>
		<tr>
			<td nowrap=""nowrap"" style=""width: 125px; height: 18px;"">CNPEBE</td>
			<td nowrap=""nowrap"" style=""width: 177px; height: 18px;"">CNPE BELLEVILLE SUR LOIRE SLI</td>
			<td nowrap=""nowrap"" style=""width: 115px; height: 18px;"">GAAG560948</td>
			<td nowrap=""nowrap"" style=""width: 187px; height: 18px;"">GGV 80 mm 120µ</td>
			<td nowrap=""nowrap"" style=""width: 55px; height: 18px;"">680</td>
			<td nowrap=""nowrap"" style=""width: 41px; height: 18px;"">ML</td>
			<td nowrap=""nowrap"" style=""width: 67px; height: 18px;"">114,92</td>
			<td nowrap=""nowrap"" style=""width: 72px; height: 18px;"">Gardac</td>
			<td nowrap=""nowrap"" style=""width: 60px; height: 18px;"">024630</td>
			<td nowrap=""nowrap"" style=""width: 67px; height: 18px;"">30/04/2012</td>
			<td nowrap=""nowrap"" style=""width: 69px; height: 18px;"">2012</td>
			<td nowrap=""nowrap"" style=""width: 127px; height: 18px;"">&nbsp;Rlx 340 ml</td>
		</tr>
		<tr>
			<td nowrap=""nowrap"" style=""width: 125px; height: 18px;"">CNPEBE</td>
			<td nowrap=""nowrap"" style=""width: 177px; height: 18px;"">CNPE BELLEVILLE SUR LOIRE SLI</td>
			<td nowrap=""nowrap"" style=""width: 115px; height: 18px;"">HOFC566585</td>
			<td nowrap=""nowrap"" style=""width: 187px; height: 18px;"">HZFC 950x750x1250 mm V450</td>
			<td nowrap=""nowrap"" style=""width: 55px; height: 18px;"">160</td>
			<td nowrap=""nowrap"" style=""width: 41px; height: 18px;"">U</td>
			<td nowrap=""nowrap"" style=""width: 67px; height: 18px;"">394,88</td>
			<td nowrap=""nowrap"" style=""width: 72px; height: 18px;"">Zerust</td>
			<td nowrap=""nowrap"" style=""width: 60px; height: 18px;"">024073</td>
			<td nowrap=""nowrap"" style=""width: 67px; height: 18px;"">15/03/2012</td>
			<td nowrap=""nowrap"" style=""width: 69px; height: 18px;"">2012</td>
			<td nowrap=""nowrap"" style=""width: 127px; height: 18px;"">Rlx 80 - 10 Rlx / Pal</td>
		</tr>
		<tr>
			<td nowrap=""nowrap"" style=""width: 125px; height: 18px;"">CNPEBE</td>
			<td nowrap=""nowrap"" style=""width: 177px; height: 18px;"">CNPE BELLEVILLE SUR LOIRE SLI</td>
			<td nowrap=""nowrap"" style=""width: 115px; height: 18px;"">HOFE560784</td>
			<td nowrap=""nowrap"" style=""width: 187px; height: 18px;"">HZF 620x420x780 mm V320</td>
			<td nowrap=""nowrap"" style=""width: 55px; height: 18px;"">160</td>
			<td nowrap=""nowrap"" style=""width: 41px; height: 18px;"">U</td>
			<td nowrap=""nowrap"" style=""width: 67px; height: 18px;"">157,12</td>
			<td nowrap=""nowrap"" style=""width: 72px; height: 18px;"">Zerust</td>
			<td nowrap=""nowrap"" style=""width: 60px; height: 18px;"">024073</td>
			<td nowrap=""nowrap"" style=""width: 67px; height: 18px;"">15/03/2012</td>
			<td nowrap=""nowrap"" style=""width: 69px; height: 18px;"">2012</td>
			<td nowrap=""nowrap"" style=""width: 127px; height: 18px;"">Rlx 160</td>
		</tr>
		<tr>
			<td nowrap=""nowrap"" style=""width: 125px; height: 18px;"">CNPEBE</td>
			<td nowrap=""nowrap"" style=""width: 177px; height: 18px;"">CNPE BELLEVILLE SUR LOIRE SLI</td>
			<td nowrap=""nowrap"" style=""width: 115px; height: 18px;"">SAAG560725</td>
			<td nowrap=""nowrap"" style=""width: 187px; height: 18px;"">SGV 300x400 mm 80µ ZIP</td>
			<td nowrap=""nowrap"" style=""width: 55px; height: 18px;"">500</td>
			<td nowrap=""nowrap"" style=""width: 41px; height: 18px;"">U</td>
			<td nowrap=""nowrap"" style=""width: 67px; height: 18px;"">253,50</td>
			<td nowrap=""nowrap"" style=""width: 72px; height: 18px;"">Gardac</td>
			<td nowrap=""nowrap"" style=""width: 60px; height: 18px;"">023700</td>
			<td nowrap=""nowrap"" style=""width: 67px; height: 18px;"">16/02/2012</td>
			<td nowrap=""nowrap"" style=""width: 69px; height: 18px;"">2012</td>
			<td nowrap=""nowrap"" style=""width: 127px; height: 18px;"">CA/500 ref 112209</td>
		</tr>
		<tr>
			<td nowrap=""nowrap"" style=""width: 125px; height: 18px;"">CNPEBE</td>
			<td nowrap=""nowrap"" style=""width: 177px; height: 18px;"">CNPE BELLEVILLE SUR LOIRE SLI</td>
			<td nowrap=""nowrap"" style=""width: 115px; height: 18px;"">SAAG743978</td>
			<td nowrap=""nowrap"" style=""width: 187px; height: 18px;"">SGV 200x300 mm 80µ ZIP</td>
			<td nowrap=""nowrap"" style=""width: 55px; height: 18px;"">1300</td>
			<td nowrap=""nowrap"" style=""width: 41px; height: 18px;"">U</td>
			<td nowrap=""nowrap"" style=""width: 67px; height: 18px;"">435,50</td>
			<td nowrap=""nowrap"" style=""width: 72px; height: 18px;"">Gardac</td>
			<td nowrap=""nowrap"" style=""width: 60px; height: 18px;"">023531</td>
			<td nowrap=""nowrap"" style=""width: 67px; height: 18px;"">31/01/2012</td>
			<td nowrap=""nowrap"" style=""width: 69px; height: 18px;"">2012</td>
			<td nowrap=""nowrap"" style=""width: 127px; height: 18px;"">(GARDAC 1759) CA/1300</td>
		</tr>
		<tr>
			<td nowrap=""nowrap"" style=""width: 125px; height: 20px;""><strong>TOTAL Ventes 2012</strong></td>
			<td nowrap=""nowrap"" style=""width: 177px; height: 20px;"">&nbsp;</td>
			<td nowrap=""nowrap"" style=""width: 115px; height: 20px;"">&nbsp;</td>
			<td nowrap=""nowrap"" style=""width: 187px; height: 20px;"">&nbsp;</td>
			<td nowrap=""nowrap"" style=""width: 55px; height: 20px;"">&nbsp;</td>
			<td nowrap=""nowrap"" style=""width: 41px; height: 20px;"">&nbsp;</td>
			<td nowrap=""nowrap"" style=""width: 67px; height: 20px;""><strong>1563,16</strong></td>
			<td nowrap=""nowrap"" style=""width: 72px; height: 20px;"">&nbsp;</td>
			<td nowrap=""nowrap"" style=""width: 60px; height: 20px;"">&nbsp;</td>
			<td nowrap=""nowrap"" style=""width: 67px; height: 20px;"">&nbsp;</td>
			<td nowrap=""nowrap"" style=""width: 69px; height: 20px;""><strong>Total 2012 </strong></td>
			<td nowrap=""nowrap"" style=""width: 127px; height: 20px;"">&nbsp;</td>
		</tr>
		<tr>
			<td nowrap=""nowrap"" style=""width: 125px; height: 18px;"">CNPEBE</td>
			<td nowrap=""nowrap"" style=""width: 177px; height: 18px;"">CNPE BELLEVILLE SUR LOIRE SLI</td>
			<td nowrap=""nowrap"" style=""width: 115px; height: 18px;"">SAAG000218</td>
			<td nowrap=""nowrap"" style=""width: 187px; height: 18px;"">SGV 150x200 mm Valeno 320 ZIP</td>
			<td nowrap=""nowrap"" style=""width: 55px; height: 18px;"">7500</td>
			<td nowrap=""nowrap"" style=""width: 41px; height: 18px;"">U</td>
			<td nowrap=""nowrap"" style=""width: 67px; height: 18px;"">1252,50</td>
			<td nowrap=""nowrap"" style=""width: 72px; height: 18px;"">Gardac</td>
			<td nowrap=""nowrap"" style=""width: 60px; height: 18px;"">032492</td>
			<td nowrap=""nowrap"" style=""width: 67px; height: 18px;"">30/06/2014</td>
			<td nowrap=""nowrap"" style=""width: 69px; height: 18px;"">2014</td>
			<td nowrap=""nowrap"" style=""width: 127px; height: 18px;"">CA/1500</td>
		</tr>
		<tr>
			<td nowrap=""nowrap"" style=""width: 125px; height: 18px;"">CNPEBE</td>
			<td nowrap=""nowrap"" style=""width: 177px; height: 18px;"">CNPE BELLEVILLE SUR LOIRE SLI</td>
			<td nowrap=""nowrap"" style=""width: 115px; height: 18px;"">SAAG000222</td>
			<td nowrap=""nowrap"" style=""width: 187px; height: 18px;"">SGV 200x300 mm Valeno 320 ZIP</td>
			<td nowrap=""nowrap"" style=""width: 55px; height: 18px;"">3250</td>
			<td nowrap=""nowrap"" style=""width: 41px; height: 18px;"">U</td>
			<td nowrap=""nowrap"" style=""width: 67px; height: 18px;"">832,00</td>
			<td nowrap=""nowrap"" style=""width: 72px; height: 18px;"">Gardac</td>
			<td nowrap=""nowrap"" style=""width: 60px; height: 18px;"">032492</td>
			<td nowrap=""nowrap"" style=""width: 67px; height: 18px;"">30/06/2014</td>
			<td nowrap=""nowrap"" style=""width: 69px; height: 18px;"">2014</td>
			<td nowrap=""nowrap"" style=""width: 127px; height: 18px;"">(GARDAC 1759) CA/650</td>
		</tr>
		<tr>
			<td nowrap=""nowrap"" style=""width: 125px; height: 18px;"">CNPEBE</td>
			<td nowrap=""nowrap"" style=""width: 177px; height: 18px;"">CNPE BELLEVILLE SUR LOIRE SLI</td>
			<td nowrap=""nowrap"" style=""width: 115px; height: 18px;"">SAAG000223</td>
			<td nowrap=""nowrap"" style=""width: 187px; height: 18px;"">SGV 400x500 mm Valeno 320 ZIP</td>
			<td nowrap=""nowrap"" style=""width: 55px; height: 18px;"">800</td>
			<td nowrap=""nowrap"" style=""width: 41px; height: 18px;"">U</td>
			<td nowrap=""nowrap"" style=""width: 67px; height: 18px;"">466,40</td>
			<td nowrap=""nowrap"" style=""width: 72px; height: 18px;"">Gardac</td>
			<td nowrap=""nowrap"" style=""width: 60px; height: 18px;"">032492</td>
			<td nowrap=""nowrap"" style=""width: 67px; height: 18px;"">30/06/2014</td>
			<td nowrap=""nowrap"" style=""width: 69px; height: 18px;"">2014</td>
			<td nowrap=""nowrap"" style=""width: 127px; height: 18px;"">CA/200</td>
		</tr>
		<tr>
			<td nowrap=""nowrap"" style=""width: 125px; height: 20px;""><strong>TOTAL Ventes 2014</strong></td>
			<td nowrap=""nowrap"" style=""width: 177px; height: 20px;"">&nbsp;</td>
			<td nowrap=""nowrap"" style=""width: 115px; height: 20px;"">&nbsp;</td>
			<td nowrap=""nowrap"" style=""width: 187px; height: 20px;"">&nbsp;</td>
			<td nowrap=""nowrap"" style=""width: 55px; height: 20px;"">&nbsp;</td>
			<td nowrap=""nowrap"" style=""width: 41px; height: 20px;"">&nbsp;</td>
			<td nowrap=""nowrap"" style=""width: 67px; height: 20px;""><strong>2550,90</strong></td>
			<td nowrap=""nowrap"" style=""width: 72px; height: 20px;"">&nbsp;</td>
			<td nowrap=""nowrap"" style=""width: 60px; height: 20px;"">&nbsp;</td>
			<td nowrap=""nowrap"" style=""width: 67px; height: 20px;"">&nbsp;</td>
			<td nowrap=""nowrap"" style=""width: 69px; height: 20px;""><strong>Total 2014 </strong></td>
			<td nowrap=""nowrap"" style=""width: 127px; height: 20px;"">&nbsp;</td>
		</tr>
	</tbody>
</table>
&nbsp;&nbsp;<br />
<strong><u>CT de ce jour 26/10/2016&nbsp;:</u></strong><br />
Explication pour l’arrêt des ventes&nbsp;:<br />
Mme Carrier m’explique que la technique est simple pour éviter de racheter des VCI&nbsp;: garder les sachets plastiques dans lesquels les pièces sont conditionnées et reconditionner avec ces sachets&nbsp;: Peut-être faut-il lui reparler de la péremption&nbsp;?<br />
D’autre part, pour les pièces les plus fragiles, l’ASN a recommandé de conditionner sous VCI de couleur noire pour protéger notamment de la lumière.<br />
Elle serait intéressée par une proposition de notre part en couleur noire.<br />
D’autre part, elle va faire le point mais il est possible qu’elle nous passe aussi une commande en VCI Jaune.<br />
&nbsp;<br />
&nbsp;"
REELL;
SNOP;"<strong>17/05/2017 JEAN-MICHEL B</strong>&nbsp;:&nbsp;visite efferctuée avec mme SPACUZZI voir CR<br />
<br />
<strong>16/06/2016&nbsp;JEAN-MICHEL B&nbsp;:</strong>&nbsp;visite sur site le 15/06/16 avec MME AMICIZIA optimiser une housse au besoin voir mail client<br />
<br />
<strong>14/06/2016&nbsp;JACQUES G&nbsp;:</strong>&nbsp;passent cde de HZV380F-1600x1450x2050mm fabriquées spécialement pour eux et consommées à raison de 400/an : demandé action JMB pour leur trouver une autre réf<br />
&nbsp;"
BURCK;"<strong>07/10/2015&nbsp;JEAN-MICHEL B&nbsp;:</STRONG>&nbsp;Contact téléphonique le 07/10/2015, MME MONASSON remplace MME SCHNOEBELEN, attente RDV<BR><BR>"
FLUIDC;"07/02/2012 : demande une visite&nbsp;"
MDV;
D2I;"<strong>16/06/2016&nbsp;JEAN-MICHEL B&nbsp;:</STRONG>&nbsp;visite effectuée le 14/06/16 pour étude nouveau besion<BR><strong>18/05/2016&nbsp;JEAN-MICHEL B&nbsp;: Vsite effectuée le 17/05/2016 voir CR</STRONG><BR><strong>13/05/2016&nbsp;JEAN-MICHEL B&nbsp;:</STRONG>&nbsp;RDV PRIS le 17/05/2016 avec MME BONNIN<BR><BR>"
CTM;
MABE;"<strong>05/04/2016&nbsp;JEAN-MICHEL B&nbsp;:</STRONG>&nbsp;visite effectuée le 05/04/2016 voir cr<BR><BR><strong>19/02/2016&nbsp;JACQUES G&nbsp;:</STRONG>&nbsp;consultation pour 5 rlx 150 x 150 000 ?<BR><BR>"
TOPC;
SOMA;"<strong>23/05/2016&nbsp;JACQUES G&nbsp;:</STRONG>&nbsp;demande de catalogue de Mme Berlemont pour cde film GV600 en 1500 mm : besoins très faibles (1/2 roul / an)<BR><BR>"
CIRE;"<strong>05/10/2016 JEROME V</strong>&nbsp;:&nbsp;Meeting with Frank Ten Tuscher about corrosion problems for parts produced at the CZ plant and delivered to Cirex BV. Corrosion after some weeks of storage.Most of teh parts are corroeded in the same Valno Type FH bags and some bags do not show any corrosion at all (same box and same batch). Corrodéd parts were taken (with and without corrosion) for surface analysis.<br />
Meting also with Jeroen for the order problem. Cirex is out of stock suddenly for the second time (first time in June) due to SAP problem at Cirex. ACOBAL proposed a solution for a quick delivery. Cirex gave us the forecast for 2017 and 2018 for the Daimler parts. We will put that on our Cegid system and put an alert on place some weeks before to contact Cirex to be sure they will not forget to order from us on time. The timing for the alert will be decided after analysis of the forecast and the quantities per delivery. Géraldine has all document for the analysis (documents given by JV on monday 10/10).<br />
<br />
<strong>02/03/2016&nbsp;ANTHONY VZ&nbsp;:</strong>&nbsp;Meeting with Frank ten Tusscher<br />
<br />
Issues discussed:<br />
<br />
1) Old tray new cover misfit: We did not let Cirex know that the old tray would not fit with the new cover. To solve the issue, Cirex is using on the bottom the old tray and on top the other. There is a lot of extra work involved, as the flow of trays needs to be separated and well identified. This involves higher labor costs till the old trays have been used up.<br />
<br />
To recover the trays and cut them to size at CTCI is also very costly. Frank suggested that some form of compensation would avoid frowning eyebrowse at Cirex and the problem would fade away. I told him that I will discuss this with JV<br />
<br />
2) Frank expects to receive an 8D for the above mentioned problem, containing a etailed contrôle plan to avoid future mistakes.<br />
<br />
3) Frank would like to know what the max shelflife is of the tray.<br />
<br />
4) Deliveries to avoid production stop: CTCI will deliver 1920 trays and 910 covers on 15/03. The rest will be delivered 3 weeks later.<br />
<br />
5) Ramp up production: AvZ will contact Jeroen Schabbink to set up a delivery plan for the next deliveries. Prodcution will ramp up rapidly and we need to have a larger order, that would be filledby several deliveries.<br />
<br />
6) Direct shipment to Cirex CZ: in the near future CTCI will deliver FTL. Payments will still be done by Cirex NL.<br />
<br />
&nbsp;
<p dir=""ltr"" style=""margin-right: 0px;""><strong>11/11/2015&nbsp;ANTHONY VZ&nbsp;:</strong>&nbsp;Meeting with Frank ten Tusscher<br />
<br />
1) Project 6195: Valves for&nbsp;Ford/PSA 1.4 l diesel engine<br />
&nbsp;<br />
The parts will be deliverd to 3 plants in Europe. Volumes will run up to 5MM in 2019. The production process will have to be automated&nbsp;to handle&nbsp;such volumes. They have called in the help of a engineering company to perform a feasibility study:<br />
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; - <a href=""https://www.demcon.nl/industrial/"">https://www.demcon.nl/industrial/</a><br />
<br />
The valves will be&nbsp;packed in Valeno covers per 100 to pack in the following box: KLT3212. This means that at the top, 50K bags will be needed.<br />
<br />
The following quote and samples have been deliverd to Frank to start testing:<br />
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; - acobal - Cirex bv - 2015 10 06&nbsp; - offer CG 15-686 (hzf 310x210x400 V320)<br />
<br />
2) Feedback Daimler VCI trays<br />
<br />
The covers deliverded in September were ok. There is an issue with the visual checking system of Cirex. The edges of the trays are not always the same. As the sensor uses the edges to focus on the items to be cehcked, the system is not working smoothly. Frank asked if it is possoble to fix 4 holesi each corner&nbsp;of the tray that can be used as a reference to fix the automatic visual sensors.<br />
<br />
3) New project: cast iron (si, mo)<br />
<br />
This type of cast iron is more susceptible to corrosion. Frank fears that this will have to protected by VCI bags or trays. The type of packaging is not clear yet.<br />
<br />
4) Cirex will increase its production volume in Almelo by 50%. Construction of a new casting installation is under way. At the same time, the capacity in CZ will have to be increased accordingly to process the extra capacity.<br />
<br />
<strong>01/07/2015&nbsp;ANTHONY VZ&nbsp;:</strong>&nbsp;Meeting with Frant Ten Tusscher on new cover design<br />
<br />
1) Experience with new cover:<br />
- click is ok, Acobal can go ahead with order<br />
- Frank wants tolérances indicated on drawing, x and y, so the sizes will not vary over time due to wear. Can CTCI do this.<br />
- CTCI should test at their site after every production bath - control plan should be drawn up by CTCI<br />
- Mould will be ready by early Sept. 2015<br />
- delivery new cover by&nbsp;mid september 2015<br />
- trays will be used for Daimler in Germany and Romania<br />
- Acobal should send price for FTL to Cirex CZ<br />
- Price cannot be changed due to raw material shortage. We will look at it in autumn, if prices have come down<br />
<br />
2) validation test<br />
<br />
Frank would lie to do a validation test with the new cover. This could be done together with the test for Componenta/Claas in week 33/34<br />
<br />
<br />
<br />
<br />
<br />
&nbsp;</p>
"
